Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
2025-05-29,22:00:00,CNR5870272465,Success,617220,eBike,Ashok Nagar,Kotturpuram,4.83,2.28,0,NULL,0,NULL,0,NULL,364.6115975,13.47,4.3,4.2
2025-05-15,10:00:00,CNR4752984197,Success,730645,Bike,Sholinganallur,Ashok Nagar,9.72,12.84,0,NULL,0,NULL,0,NULL,201.3089679,17.12,4.4,4.1
2025-05-14,01:00:00,CNR4079767315,Cancelled by Driver,727171,Prime Plus,Perambur,Triplicane,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-08,06:00:00,CNR6707034411,Success,324457,Prime SUV,Besant Nagar,Mogappair,7.32,6.69,0,NULL,0,NULL,0,NULL,453.50706,7.86,4.6,4.6
2025-05-04,04:00:00,CNR2914946141,Success,314741,Prime SUV,Triplicane,Egmore,9.57,8.7,0,NULL,0,NULL,0,NULL,942.6275168,10.49,4.5,4.3
2025-05-28,16:00:00,CNR1622972419,Cancelled by Driver,556122,Prime SUV,Broadway,Koyambedu,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-03,22:00:00,CNR3169632527,Cancelled by Driver,799612,eBike,Pallavaram,Chetpet,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-30,05:00:00,CNR1605258124,Cancelled by Driver,381977,Prime Sedan,Ashok Nagar,Koyambedu,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-13,18:00:00,CNR6608160101,Success,401806,Prime Sedan,Mount Road,Avadi,7.22,9.19,0,NULL,0,NULL,0,NULL,929.875321,6.8,4.7,4.1
2025-05-21,23:00:00,CNR8416469862,Cancelled by Driver,917576,Prime SUV,Koyambedu,Manapakkam,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-08,11:00:00,CNR6210600494,Success,819690,Prime Plus,Korattur,Semmancheri,6.72,7.38,0,NULL,0,NULL,0,NULL,178.1152082,17.98,3.9,4.6
2025-05-17,04:00:00,CNR5538199325,Success,139102,Prime Sedan,Washermanpet,Kotturpuram,8.31,8.52,0,NULL,0,NULL,0,NULL,498.54,9,5,3.9
2025-05-18,23:00:00,CNR6788737892,Success,917786,eBike,Besant Nagar,Avadi,3.95,2.4,0,NULL,0,NULL,0,NULL,442.62,26.88,3.7,3.6
2025-05-27,15:00:00,CNR6489127372,Success,719650,Prime SUV,Besant Nagar,Broadway,6.07,10.21,0,NULL,0,NULL,0,NULL,156.1650892,2.89,4.4,5
2025-05-20,14:00:00,CNR5643244025,Success,276990,Prime Sedan,Porur,Korattur,3.03,11.54,0,NULL,0,NULL,0,NULL,348.96012,14.54,3.6,4.1
2025-05-03,04:00:00,CNR1913268099,Success,159642,eBike,Anna Nagar,Thiruvanmiyur,7.26,5.04,0,NULL,0,NULL,0,NULL,225.88,23.49,4.8,4.6
2025-05-29,03:00:00,CNR9729789661,Success,711151,Prime Plus,Triplicane,Adyar,7.62,6.33,0,NULL,0,NULL,0,NULL,718.1782781,23.33,5,4.8
2025-05-23,20:00:00,CNR3403838915,Success,554169,Prime Plus,Vadapalani,Madipakkam,6.06,11.06,0,NULL,0,NULL,0,NULL,331.65,5.95,3.6,4.2
2025-05-02,13:00:00,CNR2069286664,Cancelled by Driver,701089,Prime Sedan,Egmore,Washermanpet,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-29,11:00:00,CNR7060250299,Success,843870,Mini,Villivakkam,Triplicane,5.72,6.05,0,NULL,0,NULL,0,NULL,137.8379624,19.7,3.8,4.9
2025-05-11,15:00:00,CNR9518897461,Success,355339,eBike,Mogappair,Chromepet,8.89,13.63,0,NULL,0,NULL,0,NULL,351.87,18.65,4.2,3.8
2025-05-09,02:00:00,CNR9843424595,Success,543598,Bike,Kilpauk,Perungudi,7.97,12.8,0,NULL,0,NULL,0,NULL,212.021669,28.93,4.5,4.5
2025-05-28,20:00:00,CNR6125194996,Success,962360,eBike,Avadi,T Nagar,5.13,4.95,0,NULL,0,NULL,0,NULL,156.5054218,24.5,4.1,4.8
2025-05-19,03:00:00,CNR2495585401,Success,417362,Prime SUV,Semmancheri,Porur,2.36,3.97,0,NULL,0,NULL,0,NULL,1042.723788,26.87,4.6,4.6
2025-05-01,13:00:00,CNR3726053833,Success,138145,Prime SUV,Thoraipakkam,Ashok Nagar,4.31,5.84,0,NULL,0,NULL,0,NULL,467.3223418,4.74,4.8,3.5
2025-05-11,22:00:00,CNR9330751060,Success,488083,Bike,Sholinganallur,Semmancheri,7.05,13.16,0,NULL,0,NULL,0,NULL,222.85,18.48,4.6,4.9
2025-05-01,07:00:00,CNR4990903730,Success,191401,Prime Plus,Nanganallur,Porur,6.35,13.62,0,NULL,0,NULL,0,NULL,405.93,8.78,4,3.7
2025-05-22,17:00:00,CNR7677517119,Cancelled by Driver,368128,eBike,Padi,Saidapet,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-25,13:00:00,CNR6037017187,Success,832206,Mini,Kilpauk,Kelambakkam,3.43,2.63,0,NULL,0,NULL,0,NULL,390.438775,5.33,5,4
2025-05-04,05:00:00,CNR6244492359,Success,277133,Prime Sedan,Egmore,Chromepet,8.22,9.14,0,NULL,0,NULL,0,NULL,444.8523894,25.53,4.7,3.7
2025-05-24,23:00:00,CNR7045071131,Cancelled by Customer,971586,Mini,Broadway,Tambaram,NULL,NULL,1,Wrong Address,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-10,08:00:00,CNR3325771318,Success,176425,eBike,Thoraipakkam,Madipakkam,2.12,3.44,0,NULL,0,NULL,0,NULL,966.1854714,10.48,4.4,4.7
2025-05-07,21:00:00,CNR9424742093,Cancelled by Driver,172829,Prime Sedan,Thiruvanmiyur,Kelambakkam,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-03,10:00:00,CNR3578947891,Success,804768,Prime Sedan,Tambaram,Madipakkam,2.91,7.95,0,NULL,0,NULL,0,NULL,199.7244985,20.23,4.3,4.6
2025-05-25,10:00:00,CNR8933859337,Success,269222,Bike,Guindy,Ashok Nagar,8.21,14.04,0,NULL,0,NULL,0,NULL,609.9973882,7.91,5,3.9
2025-05-12,19:00:00,CNR6342045458,Success,901798,Prime Plus,Triplicane,Chetpet,3.52,9.6,0,NULL,0,NULL,0,NULL,695.39,4.38,5,4.2
2025-05-19,00:00:00,CNR2086837341,Cancelled by Customer,959717,Mini,Kodambakkam,Ashok Nagar,NULL,NULL,1,Driver is not moving towards pickup location,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-15,03:00:00,CNR7592355332,Success,340469,Prime Plus,Chromepet,Pallavaram,8.36,9.37,0,NULL,0,NULL,0,NULL,593.9846387,27.43,4.7,3.8
2025-05-02,12:00:00,CNR1441315923,Success,147213,Prime SUV,Koyambedu,Nungambakkam,6.23,7.46,0,NULL,0,NULL,0,NULL,454.185415,13.46,4.5,4.2
2025-05-10,06:00:00,CNR8601893988,Success,919778,Auto,Avadi,Korattur,9.99,9.5,0,NULL,0,NULL,0,NULL,162.3433994,7.8,4.9,4.9
2025-05-27,16:00:00,CNR7655524678,Success,379409,Auto,Sholinganallur,Mount Road,8.45,13.38,0,NULL,0,NULL,0,NULL,932.87,25.95,5,3.8
2025-05-13,14:00:00,CNR7562314113,Cancelled by Driver,581998,Bike,Vepery,Guindy,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-20,19:00:00,CNR1115090039,Success,916515,eBike,Aminjikarai,Kotturpuram,8.24,8.82,0,NULL,0,NULL,0,NULL,439.9394432,23.75,4.9,4
2025-05-21,05:00:00,CNR4562494284,Success,420518,Prime Plus,Egmore,Saidapet,5.08,8.45,0,NULL,0,NULL,0,NULL,141.0789307,28.44,3.6,3.5
2025-05-21,11:00:00,CNR2894000710,Success,119937,eBike,Parrys,Kelambakkam,9.25,9.13,0,NULL,0,NULL,0,NULL,394.98,10.81,4.5,4.8
2025-05-04,10:00:00,CNR7514233583,Success,302035,Bike,Kodambakkam,Thiruvanmiyur,5.16,6.57,0,NULL,0,NULL,0,NULL,102.0139708,12.31,3.7,4.4
2025-05-06,13:00:00,CNR2334316615,Cancelled by Driver,127445,Bike,Korattur,Madipakkam,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-10,18:00:00,CNR2838678422,Success,453518,Mini,Perungudi,Mogappair,7.47,8.22,0,NULL,0,NULL,0,NULL,327.49,5.74,4,3.9
2025-05-10,05:00:00,CNR3988734924,Success,250300,eBike,Anna Nagar,Porur,5.28,9.95,0,NULL,0,NULL,0,NULL,425.2195315,6.43,4.9,5
2025-05-18,12:00:00,CNR7031268860,Success,753918,Prime Plus,Choolaimedu,Kodambakkam,6.52,8.6,0,NULL,0,NULL,0,NULL,132.3045537,15.29,4.5,4.7
2025-05-16,12:00:00,CNR2867947526,Success,270138,eBike,Kilpauk,Pammal,4.37,8.46,0,NULL,0,NULL,0,NULL,816.57,17.14,4,4
2025-05-09,11:00:00,CNR5812000233,Success,524644,Prime Plus,Guindy,Kelambakkam,6.95,13.64,0,NULL,0,NULL,0,NULL,208.24,15.95,4.3,4.5
2025-05-24,11:00:00,CNR2706486169,Success,550379,Bike,Perungudi,Anna Nagar,5.27,9.37,0,NULL,0,NULL,0,NULL,417.64,5.09,4.2,4.8
2025-05-07,06:00:00,CNR3020468033,Success,417437,Prime Sedan,Mount Road,Manapakkam,8.51,9.03,0,NULL,0,NULL,0,NULL,192.8895776,24.57,3.6,4
2025-05-13,03:00:00,CNR5372293832,Success,799860,Auto,Aminjikarai,Avadi,9.23,14.87,0,NULL,0,NULL,0,NULL,771.09,27.77,4.3,3.6
2025-05-26,22:00:00,CNR6635285168,Success,729204,Bike,Choolaimedu,Ashok Nagar,4.48,6.39,0,NULL,0,NULL,0,NULL,811.9481922,6.91,3.9,4.9
2025-05-13,01:00:00,CNR9388176777,Cancelled by Driver,918281,eBike,Villivakkam,Triplicane,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-16,21:00:00,CNR9023940845,Cancelled by Driver,894938,Auto,Madipakkam,Sholinganallur,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-14,23:00:00,CNR1768137533,Success,177161,eBike,T Nagar,Mandaveli,9.34,11.19,0,NULL,0,NULL,0,NULL,287.7936507,17.28,4.8,3.7
2025-05-04,04:00:00,CNR2818215711,Cancelled by Customer,439546,eBike,Vepery,Mount Road,NULL,NULL,1,Wrong Address,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-05,09:00:00,CNR6232770514,Incomplete,160167,Bike,Perambur,Kotturpuram,NULL,NULL,0,NULL,0,NULL,1,Customer Demand,NULL,NULL,NULL,NULL
2025-05-07,05:00:00,CNR9929127475,Incomplete,530810,eBike,Royapettah,Perungudi,NULL,NULL,0,NULL,0,NULL,1,Customer Demand,NULL,NULL,NULL,NULL
2025-05-03,08:00:00,CNR9057163316,Success,501563,Prime Sedan,Siruseri,Porur,8.29,12.1,0,NULL,0,NULL,0,NULL,585.3660632,3.88,3.6,4.9
2025-05-29,06:00:00,CNR7036709013,Incomplete,619657,Bike,Madipakkam,Mogappair,NULL,NULL,0,NULL,0,NULL,1,Vehicle Breakdown,NULL,NULL,NULL,NULL
2025-05-20,11:00:00,CNR8911389743,Success,602628,Prime Sedan,Vadapalani,Adyar,6.12,10.79,0,NULL,0,NULL,0,NULL,295.54,22.06,4.3,4.6
2025-05-10,17:00:00,CNR1702964720,Cancelled by Driver,404940,Prime Sedan,Chetpet,Aminjikarai,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-15,23:00:00,CNR6874126044,Success,550594,Mini,Pallavaram,Manapakkam,8.42,9.63,0,NULL,0,NULL,0,NULL,292.8583325,27.99,4.7,4.7
2025-05-12,19:00:00,CNR2870601210,Success,737873,Prime Sedan,Villivakkam,Mandaveli,6.45,12.42,0,NULL,0,NULL,0,NULL,318.3995849,21.15,4.9,3.8
2025-05-26,12:00:00,CNR8955153530,Success,700717,Auto,Aminjikarai,Pallavaram,9.88,14.74,0,NULL,0,NULL,0,NULL,899.62,17.66,3.8,3.9
2025-05-01,20:00:00,CNR6467294232,Success,407764,Auto,Royapettah,Nungambakkam,6.9,12.63,0,NULL,0,NULL,0,NULL,359.5416971,27.95,4.4,4.6
2025-05-16,10:00:00,CNR1396273962,Incomplete,695241,Auto,Korattur,Tambaram,NULL,NULL,0,NULL,0,NULL,1,Customer Demand,NULL,NULL,NULL,NULL
2025-05-09,01:00:00,CNR9543861433,Success,840229,Auto,Ambattur,Aminjikarai,5.45,10.5,0,NULL,0,NULL,0,NULL,437.1974891,26.34,4.6,4.2
2025-05-24,22:00:00,CNR4406894631,Success,762700,Prime Plus,Tambaram,Mount Road,5.27,3.47,0,NULL,0,NULL,0,NULL,664.7959516,14.59,3.8,4.3
2025-05-30,11:00:00,CNR9978545429,Success,226969,Bike,Perambur,Parrys,6.4,4.44,0,NULL,0,NULL,0,NULL,494.9933899,24.47,4.2,3.9
2025-05-17,23:00:00,CNR9726501046,Success,303517,Mini,Pammal,Kilpauk,6.5,8.74,0,NULL,0,NULL,0,NULL,977.5258134,10.64,4.2,5
2025-05-06,12:00:00,CNR8334471830,Success,288839,Bike,Sholinganallur,Thoraipakkam,8.18,9.71,0,NULL,0,NULL,0,NULL,1166.200809,25.46,4.9,4.5
2025-05-01,04:00:00,CNR9772443244,Cancelled by Customer,684984,eBike,Washermanpet,Besant Nagar,NULL,NULL,1,Wrong Address,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-03,22:00:00,CNR7994843750,Cancelled by Driver,886074,Bike,Broadway,Nanganallur,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-16,06:00:00,CNR6080585909,Success,976983,Prime Sedan,Saidapet,Ambattur,5.89,13.29,0,NULL,0,NULL,0,NULL,201.92,24.22,4.4,4.9
2025-05-13,01:00:00,CNR3753556346,Cancelled by Driver,283702,Auto,Mount Road,Mogappair,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-05,20:00:00,CNR4275349055,Cancelled by Driver,527489,Auto,Chetpet,Kilpauk,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-24,18:00:00,CNR7764564619,Success,930783,Prime SUV,Velachery,Perambur,8.65,6.22,0,NULL,0,NULL,0,NULL,618.7164394,15.54,4.6,4.1
2025-05-15,16:00:00,CNR3175122597,Cancelled by Driver,590325,Auto,Thoraipakkam,Nanganallur,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-21,13:00:00,CNR7811338792,Success,231026,Bike,T Nagar,Mogappair,9.78,12.65,0,NULL,0,NULL,0,NULL,355.2380875,29.22,3.7,4.4
2025-05-28,01:00:00,CNR8688730316,Success,732057,Mini,Choolaimedu,Parrys,7.8,7.15,0,NULL,0,NULL,0,NULL,282.8481935,7.85,4,3.6
2025-05-01,20:00:00,CNR4590866579,Success,605431,eBike,Koyambedu,Madipakkam,6.71,8.47,0,NULL,0,NULL,0,NULL,761.39,7.33,3.5,4.1
2025-05-23,17:00:00,CNR7464311085,Success,328067,Bike,Perambur,Egmore,4.44,7.8,0,NULL,0,NULL,0,NULL,487.4396994,22.66,4.9,4.7
2025-05-23,10:00:00,CNR4977973413,Cancelled by Driver,802508,Prime Sedan,Aminjikarai,Vepery,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-09,01:00:00,CNR6547448417,Cancelled by Driver,960111,Prime Plus,Broadway,Pallavaram,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-23,07:00:00,CNR3204526082,Cancelled by Driver,688197,Auto,Kodambakkam,Ambattur,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-23,03:00:00,CNR5309694972,Success,692488,Auto,Ashok Nagar,Padi,4.39,6.53,0,NULL,0,NULL,0,NULL,993.25,14.68,4.9,3.7
2025-05-19,12:00:00,CNR8973083928,Success,501995,Prime SUV,Perungudi,Broadway,8.16,13.18,0,NULL,0,NULL,0,NULL,425.5137976,29.64,3.5,4
2025-05-04,14:00:00,CNR1325279156,Success,195985,Prime Sedan,Egmore,Vadapalani,8.88,8.65,0,NULL,0,NULL,0,NULL,787.137154,14.4,3.7,4.1
2025-05-07,04:00:00,CNR1333792799,Incomplete,112068,Prime Sedan,Siruseri,Tambaram,NULL,NULL,0,NULL,0,NULL,1,Vehicle Breakdown,NULL,NULL,NULL,NULL
2025-05-22,23:00:00,CNR8043073382,Success,404417,Mini,Vepery,Avadi,2.06,6.18,0,NULL,0,NULL,0,NULL,782.79,27.14,4.1,4.2
2025-05-22,06:00:00,CNR4086502850,Success,441416,Mini,Koyambedu,Thoraipakkam,4.73,10.99,0,NULL,0,NULL,0,NULL,269.46,27.45,3.8,4.7
2025-05-14,04:00:00,CNR3912798548,Cancelled by Driver,545665,Prime SUV,T Nagar,Choolaimedu,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-03,13:00:00,CNR6522831726,Success,113707,eBike,Broadway,Perambur,7.89,9.6,0,NULL,0,NULL,0,NULL,350.01,20.98,4.1,4.8
2025-05-18,02:00:00,CNR8720195557,Success,423059,eBike,Guindy,Avadi,2.09,5.4,0,NULL,0,NULL,0,NULL,431.605881,16.65,4.9,4.8
2025-05-15,10:00:00,CNR6376086490,Success,568729,eBike,Chromepet,Kelambakkam,9.82,12.06,0,NULL,0,NULL,0,NULL,388.89,15.11,4.9,4.9
2025-05-14,23:00:00,CNR6419279913,Success,461429,Prime Sedan,Broadway,Kilpauk,5.24,10.73,0,NULL,0,NULL,0,NULL,334.0608523,5.68,3.7,3.5
2025-05-25,05:00:00,CNR1129083484,Success,225468,Prime SUV,Broadway,Mount Road,4.88,12,0,NULL,0,NULL,0,NULL,185.3030377,21.2,4.7,4.7
2025-05-03,08:00:00,CNR9606210450,Incomplete,342566,Prime Plus,Sholinganallur,Villivakkam,NULL,NULL,0,NULL,0,NULL,1,Customer Demand,NULL,NULL,NULL,NULL
2025-05-22,12:00:00,CNR8492907366,Cancelled by Driver,769999,eBike,Porur,Mogappair,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-21,14:00:00,CNR8637591268,Cancelled by Customer,793014,eBike,Kelambakkam,Avadi,NULL,NULL,1,AC is not working (Only for 4-wheelers),0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-08,18:00:00,CNR6720246827,Success,742910,Prime Plus,T Nagar,Aminjikarai,5.56,3.2,0,NULL,0,NULL,0,NULL,256.05,25.56,4.7,4.4
2025-05-08,13:00:00,CNR8821960762,Success,448394,Auto,Chetpet,Kodambakkam,2.49,3.12,0,NULL,0,NULL,0,NULL,786.45,29.83,4.3,4
2025-05-01,00:00:00,CNR6585777245,Incomplete,205701,Prime Sedan,Kotturpuram,Choolaimedu,NULL,NULL,0,NULL,0,NULL,1,Vehicle Breakdown,NULL,NULL,NULL,NULL
2025-05-11,10:00:00,CNR8338383155,Success,497930,Prime SUV,Koyambedu,Washermanpet,6.42,2.14,0,NULL,0,NULL,0,NULL,424.6116161,19.37,3.9,4.2
2025-05-03,07:00:00,CNR7283652817,Success,703067,Prime Sedan,Mylapore,Mandaveli,6.92,4.42,0,NULL,0,NULL,0,NULL,287.0506272,7.37,3.8,4.1
2025-05-25,16:00:00,CNR3063316483,Success,331789,Prime SUV,Mandaveli,Aminjikarai,6.01,2.83,0,NULL,0,NULL,0,NULL,594.6835951,27.88,4.4,4.9
2025-05-18,19:00:00,CNR9126297985,Success,432290,Bike,Besant Nagar,Chetpet,6.63,8.62,0,NULL,0,NULL,0,NULL,107.6651183,29.42,4.2,3.6
2025-05-10,10:00:00,CNR8387931026,Success,102071,Prime Sedan,Kodambakkam,Pallavaram,8.31,2.9,0,NULL,0,NULL,0,NULL,697.590809,11.34,4.3,4.4
2025-05-27,15:00:00,CNR2944007683,Incomplete,774619,Bike,Kotturpuram,Kelambakkam,NULL,NULL,0,NULL,0,NULL,1,Customer Demand,NULL,NULL,NULL,NULL
2025-05-18,08:00:00,CNR3413909199,Success,643786,Prime SUV,Mandaveli,Nanganallur,5.42,11.25,0,NULL,0,NULL,0,NULL,575.5513278,3.13,3.6,4.1
2025-05-16,05:00:00,CNR1697120233,Incomplete,470549,Mini,Pallavaram,Anna Nagar,NULL,NULL,0,NULL,0,NULL,1,Vehicle Breakdown,NULL,NULL,NULL,NULL
2025-05-17,06:00:00,CNR3023419014,Success,447947,eBike,Kodambakkam,Ambattur,2.5,13.37,0,NULL,0,NULL,0,NULL,243.83,29.78,4.2,4
2025-05-22,11:00:00,CNR2191503175,Cancelled by Driver,214086,Bike,Triplicane,Tambaram,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-15,05:00:00,CNR8695426871,Incomplete,341060,eBike,Perambur,Parrys,NULL,NULL,0,NULL,0,NULL,1,Vehicle Breakdown,NULL,NULL,NULL,NULL
2025-05-26,02:00:00,CNR1927644249,Success,336398,Prime Sedan,Mandaveli,Mogappair,2.75,11.82,0,NULL,0,NULL,0,NULL,600.22,6.24,4.1,4.1
2025-05-08,21:00:00,CNR3557161491,Success,892602,Auto,Kodambakkam,Egmore,9.91,5.85,0,NULL,0,NULL,0,NULL,487.8586196,23.46,3.7,3.6
2025-05-18,11:00:00,CNR7528971738,Cancelled by Customer,641607,Prime SUV,Kodambakkam,Aminjikarai,NULL,NULL,1,Wrong Address,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-20,00:00:00,CNR6288125069,Success,966612,Prime SUV,Mount Road,Pallavaram,9.64,11.08,0,NULL,0,NULL,0,NULL,722.7871965,28.33,4.7,3.6
2025-05-18,17:00:00,CNR5856723153,Success,577122,Mini,Sholinganallur,Parrys,6.38,9.31,0,NULL,0,NULL,0,NULL,283.05,26.38,4.1,3.9
2025-05-04,11:00:00,CNR6909004261,Success,551821,Prime SUV,Vepery,Thiruvanmiyur,3.04,7.29,0,NULL,0,NULL,0,NULL,360.8016121,17.94,3.6,4.4
2025-05-17,10:00:00,CNR9005937452,Cancelled by Driver,730877,Prime Sedan,Mount Road,Choolaimedu,NULL,NULL,0,NULL,1,Personal & Car related issues,0,NULL,NULL,NULL,NULL,NULL
2025-05-08,13:00:00,CNR6687006187,Success,940751,Mini,Perambur,Kelambakkam,3.03,8.3,0,NULL,0,NULL,0,NULL,804.0538567,19.25,4.4,4.5
2025-05-18,12:00:00,CNR1652768869,Success,637131,Prime Plus,Velachery,Vepery,9.35,3.88,0,NULL,0,NULL,0,NULL,506.58,21.23,4.1,4.6
2025-05-17,21:00:00,CNR9962025976,Incomplete,236191,Prime Plus,Mogappair,Madipakkam,NULL,NULL,0,NULL,0,NULL,1,Vehicle Breakdown,NULL,NULL,NULL,NULL
2025-05-20,18:00:00,CNR7039290260,Cancelled by Customer,911247,Bike,Kotturpuram,Kelambakkam,NULL,NULL,1,Driver asked to cancel,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-26,21:00:00,CNR1742256239,Cancelled by Driver,503788,Mini,Mogappair,Siruseri,NULL,NULL,0,NULL,1,The customer was coughing/sick,0,NULL,NULL,NULL,NULL,NULL
2025-05-22,06:00:00,CNR6140462881,Success,887390,Bike,Kelambakkam,Siruseri,4.54,9.32,0,NULL,0,NULL,0,NULL,271.049317,11.27,4,4.8
2025-05-17,18:00:00,CNR1410911652,Success,554362,Prime Plus,Broadway,Triplicane,8.59,5.5,0,NULL,0,NULL,0,NULL,204.5364963,20.21,4.8,3.9
2025-05-26,16:00:00,CNR4921640865,Success,583838,eBike,Kodambakkam,Avadi,7.15,11.34,0,NULL,0,NULL,0,NULL,679.73,23.91,3.8,4.6
2025-05-18,15:00:00,CNR4032704964,Success,512722,Prime SUV,Chromepet,Madipakkam,4.61,9.53,0,NULL,0,NULL,0,NULL,369.5589112,12.87,4.9,4.9
2025-05-06,16:00:00,CNR5000851259,Success,420415,Prime Sedan,T Nagar,Koyambedu,5.4,2.28,0,NULL,0,NULL,0,NULL,435.74,20.83,3.6,3.7
2025-05-12,11:00:00,CNR1812046246,Cancelled by Driver,377350,Prime SUV,Velachery,Perungudi,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-16,14:00:00,CNR1058282277,Success,853033,Auto,Mogappair,Adyar,4.12,5.25,0,NULL,0,NULL,0,NULL,233.0872872,19.71,3.9,5
2025-05-30,16:00:00,CNR6700917963,Success,606174,Bike,Nanganallur,Choolaimedu,5.82,8.94,0,NULL,0,NULL,0,NULL,909.8764895,17.18,4.9,4.9
2025-05-13,00:00:00,CNR9101740371,Success,972845,Mini,Thoraipakkam,Madipakkam,2.75,14.32,0,NULL,0,NULL,0,NULL,101.73,11.07,3.7,4.4
2025-05-16,02:00:00,CNR1084169982,Success,975357,Auto,Mogappair,Pammal,4.43,7.55,0,NULL,0,NULL,0,NULL,776.0006338,14.02,3.6,5
2025-05-24,18:00:00,CNR4231863736,Cancelled by Customer,424072,eBike,Mylapore,Manapakkam,NULL,NULL,1,AC is not working (Only for 4-wheelers),0,NULL,0,NULL,NULL,NULL,NULL,NULL
2025-05-11,18:00:00,CNR8560918915,Success,388204,Auto,Kilpauk,Manapakkam,4.98,10.85,0,NULL,0,NULL,0,NULL,239.2313,8.53,4.8,3.6
2025-05-27,02:00:00,CNR6039674986,Cancelled by Driver,316102,Mini,Chetpet,Besant Nagar,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-24,08:00:00,CNR4678688561,Cancelled by Driver,933815,Mini,Washermanpet,Siruseri,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-02,03:00:00,CNR1970779598,Success,617639,Auto,Koyambedu,Manapakkam,6.35,5.16,0,NULL,0,NULL,0,NULL,107.4412504,14.39,3.6,4.7
2025-05-01,16:00:00,CNR6540126128,Success,272246,Bike,Aminjikarai,Mandaveli,3.71,7.49,0,NULL,0,NULL,0,NULL,197.0675902,13.23,4.6,4
2025-05-15,08:00:00,CNR8089774551,Cancelled by Driver,312812,Auto,Villivakkam,Vadapalani,NULL,NULL,0,NULL,1,Customer related issue,0,NULL,NULL,NULL,NULL,NULL
2025-05-02,03:00:00,CNR2287528361,Cancelled by Driver,917889,Bike,Royapettah,Egmore,NULL,NULL,0,NULL,1,More than permitted people in there,0,NULL,NULL,NULL,NULL,NULL
2025-05-28,23:00:00,CNR6924652462,Cancelled by Customer,288389,Bike,Besant Nagar,Mogappair,NULL,NULL,1,AC is not working (Only for 4-wheelers),0,NULL,0,NULL,NULL,NULL,NULL,NULL
